ACC_NUM,JETZ_NEW,RED_LIST_JETZ.2017.,NOTES,GENE,NUM_BP,NEW_NAME_PHYLO,ORDER,OscSubOsc,FAMILY
AJ004305.1,Acrocephalus australis,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004306.1,Acrocephalus australis,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004786.1,Acrocephalus australis,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883023.1,Acrocephalus australis,LC,"",cytochrome b,371,,PASSERIFORMES,Passeri,Sylviidae
JN826989.1,Acrocephalus australis,LC,"",cytochrome b,884,,PASSERIFORMES,Passeri,Sylviidae
HQ844340.1,Acrocephalus australis,LC,"",cytochrome b,919,,PASSERIFORMES,Passeri,Sylviidae
HQ844341.1,Acrocephalus australis,LC,"",cytochrome b,919,,PASSERIFORMES,Passeri,Sylviidae
HQ844342.1,Acrocephalus australis,LC,"",cytochrome b,907,,PASSERIFORMES,Passeri,Sylviidae
HQ844343.1,Acrocephalus australis,LC,"",cytochrome b,869,,PASSERIFORMES,Passeri,Sylviidae
HQ844344.1,Acrocephalus australis,LC,"",cytochrome b,900,,PASSERIFORMES,Passeri,Sylviidae
HQ844345.1,Acrocephalus australis,LC,"",cytochrome b,901,,PASSERIFORMES,Passeri,Sylviidae
HQ844346.1,Acrocephalus australis,LC,"",cytochrome b,857,,PASSERIFORMES,Passeri,Sylviidae
HQ844347.1,Acrocephalus australis,LC,"",cytochrome b,901,,PASSERIFORMES,Passeri,Sylviidae
AJ004234.1,Acrocephalus baeticatus,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004235.1,Acrocephalus baeticatus,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004236.1,Acrocephalus baeticatus,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004334.1,Acrocephalus baeticatus,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004769.1,Acrocephalus baeticatus,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
KF547904.1,Acrocephalus baeticatus,LC,"",cytochrome b,829,,PASSERIFORMES,Passeri,Sylviidae
KF547905.1,Acrocephalus baeticatus,LC,"",cytochrome b,829,,PASSERIFORMES,Passeri,Sylviidae
KF614527.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614528.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614532.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614533.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614534.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614543.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614549.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614552.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614553.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614583.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614584.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614585.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
FJ883024.1,Acrocephalus baeticatus,LC,"",cytochrome b,1133,,PASSERIFORMES,Passeri,Sylviidae
KF614586.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614587.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614588.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
KF614589.1,Acrocephalus baeticatus,LC,"",cytochrome b,886,,PASSERIFORMES,Passeri,Sylviidae
AJ004254.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004255.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004256.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004257.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004258.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004335.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004766.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883025.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,729,,PASSERIFORMES,Passeri,Sylviidae
HQ608855.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,1143,,PASSERIFORMES,Passeri,Sylviidae
KJ453182.1,Acrocephalus bistrigiceps,LC,"",cytochrome b,861,,PASSERIFORMES,Passeri,Sylviidae
AJ004259.1,Acrocephalus brevipennis,VU,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
FJ883026.1,Acrocephalus brevipennis,VU,"",cytochrome b,1093,,PASSERIFORMES,Passeri,Sylviidae
KX518324.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518325.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518326.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518327.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518328.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518329.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518330.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518331.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518332.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518333.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518334.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518335.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518336.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518337.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518338.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518339.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KX518340.1,Acrocephalus brevipennis,VU,"",cytochrome b,1150,,PASSERIFORMES,Passeri,Sylviidae
KY378711.1,Acrocephalus brevipennis,VU,"",cytochrome b,675,,PASSERIFORMES,Passeri,Sylviidae
EF156307.1,Acrocephalus caffer,EN,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156308.1,Acrocephalus caffer,EN,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
HQ851085.1,Acrocephalus caffer,EN,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
AJ004260.1,Acrocephalus concinens,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004261.1,Acrocephalus concinens,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004262.1,Acrocephalus concinens,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
FJ883027.1,Acrocephalus concinens,LC,"",cytochrome b,1131,,PASSERIFORMES,Passeri,Sylviidae
KF547906.1,Acrocephalus concinens,LC,"",cytochrome b,829,,PASSERIFORMES,Passeri,Sylviidae
KJ453183.1,Acrocephalus concinens,LC,"",cytochrome b,1032,,PASSERIFORMES,Passeri,Sylviidae
AJ004263.1,Acrocephalus dumetorum,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004264.1,Acrocephalus dumetorum,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004336.1,Acrocephalus dumetorum,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004337.1,Acrocephalus dumetorum,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004338.1,Acrocephalus dumetorum,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004339.1,Acrocephalus dumetorum,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004340.1,Acrocephalus dumetorum,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004773.1,Acrocephalus dumetorum,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883028.1,Acrocephalus dumetorum,LC,"",cytochrome b,362,,PASSERIFORMES,Passeri,Sylviidae
GU565999.1,Acrocephalus dumetorum,LC,"",cytochrome b,295,,PASSERIFORMES,Passeri,Sylviidae
HM352773.1,Acrocephalus dumetorum,LC,"",cytochrome b,92,,PASSERIFORMES,Passeri,Sylviidae
HM352774.1,Acrocephalus dumetorum,LC,"",cytochrome b,92,,PASSERIFORMES,Passeri,Sylviidae
HM352775.1,Acrocephalus dumetorum,LC,"",cytochrome b,92,,PASSERIFORMES,Passeri,Sylviidae
HM352776.1,Acrocephalus dumetorum,LC,"",cytochrome b,92,,PASSERIFORMES,Passeri,Sylviidae
HM352777.1,Acrocephalus dumetorum,LC,"",cytochrome b,92,,PASSERIFORMES,Passeri,Sylviidae
HM352778.1,Acrocephalus dumetorum,LC,"",cytochrome b,90,,PASSERIFORMES,Passeri,Sylviidae
JN574458.1,Acrocephalus dumetorum,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
JN574459.1,Acrocephalus dumetorum,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
HQ844350.1,Acrocephalus familiaris,CR,"",cytochrome b,781,,PASSERIFORMES,Passeri,Sylviidae
HQ844351.1,Acrocephalus familiaris,CR,"",cytochrome b,781,,PASSERIFORMES,Passeri,Sylviidae
EU119965.1,Acrocephalus familiaris,CR,"",cytochrome b,860,,PASSERIFORMES,Passeri,Sylviidae
HQ844352.1,Acrocephalus familiaris,CR,"",cytochrome b,921,,PASSERIFORMES,Passeri,Sylviidae
HQ844353.1,Acrocephalus familiaris,CR,"",cytochrome b,921,,PASSERIFORMES,Passeri,Sylviidae
HQ844354.1,Acrocephalus familiaris,CR,"",cytochrome b,921,,PASSERIFORMES,Passeri,Sylviidae
HQ880003.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880004.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880005.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880006.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880007.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880008.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880009.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880010.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880011.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880012.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880013.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880014.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880015.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880016.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880017.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880018.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880019.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880020.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880021.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880022.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880023.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880024.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880025.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880026.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880027.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880028.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880029.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880030.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880031.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880032.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880033.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880034.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880035.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880036.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880037.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880038.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880039.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880040.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880041.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880042.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880043.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880044.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880045.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880046.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880047.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880048.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880049.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880050.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880051.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880052.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880053.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880054.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880055.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880056.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880057.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880058.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880059.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880060.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880061.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880062.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880063.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880064.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880065.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880066.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880067.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880068.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880069.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
HQ880070.1,Acrocephalus familiaris,CR,"",cytochrome b,608,,PASSERIFORMES,Passeri,Sylviidae
AJ004265.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004266.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004267.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004268.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004269.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004270.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1047,,PASSERIFORMES,Passeri,Sylviidae
AJ004341.1,Acrocephalus gracilirostris,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004342.1,Acrocephalus gracilirostris,LC,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004782.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004783.1,Acrocephalus gracilirostris,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883029.1,Acrocephalus gracilirostris,LC,"",cytochrome b,733,,PASSERIFORMES,Passeri,Sylviidae
AJ004271.1,Acrocephalus griseldis,EN,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004272.1,Acrocephalus griseldis,EN,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004343.1,Acrocephalus griseldis,EN,"",cytochrome b,480,,PASSERIFORMES,Passeri,Sylviidae
AJ004779.1,Acrocephalus griseldis,EN,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883030.1,Acrocephalus griseldis,EN,"",cytochrome b,867,,PASSERIFORMES,Passeri,Sylviidae
EF156291.1,Acrocephalus kerearako,NT,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
HQ844355.1,Acrocephalus kerearako,NT,"",cytochrome b,921,,PASSERIFORMES,Passeri,Sylviidae
EF156292.1,Acrocephalus kerearako,NT,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
HQ844356.1,Acrocephalus kerearako,NT,"",cytochrome b,902,,PASSERIFORMES,Passeri,Sylviidae
AJ004767.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883032.1,Acrocephalus melanopogon,LC,"",cytochrome b,362,,PASSERIFORMES,Passeri,Sylviidae
KJ453184.1,Acrocephalus melanopogon,LC,"",cytochrome b,1040,,PASSERIFORMES,Passeri,Sylviidae
AJ004280.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004281.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004282.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004273.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004274.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004275.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004276.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004277.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004278.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004279.1,Acrocephalus melanopogon,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
EF156279.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156280.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156282.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156294.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156295.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156311.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156312.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156283.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156284.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156290.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156313.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156285.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156286.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156287.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156288.1,Acrocephalus mendanae,LC,"",cytochrome b,859,,PASSERIFORMES,Passeri,Sylviidae
EF156289.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156293.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156309.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156310.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156298.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156299.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156300.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156301.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156302.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156303.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
EF156304.1,Acrocephalus mendanae,LC,"",cytochrome b,879,,PASSERIFORMES,Passeri,Sylviidae
AF129459.1,Acrocephalus newtoni,LC,"",cytochrome b,307,,PASSERIFORMES,Passeri,Sylviidae
AF129460.1,Acrocephalus newtoni,LC,"",cytochrome b,307,,PASSERIFORMES,Passeri,Sylviidae
AF129461.1,Acrocephalus newtoni,LC,"",cytochrome b,307,,PASSERIFORMES,Passeri,Sylviidae
AF129462.1,Acrocephalus newtoni,LC,"",cytochrome b,307,,PASSERIFORMES,Passeri,Sylviidae
AF129463.1,Acrocephalus newtoni,LC,"",cytochrome b,307,,PASSERIFORMES,Passeri,Sylviidae
AJ004283.1,Acrocephalus newtoni,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
AJ004780.1,Acrocephalus newtoni,LC,"",cytochrome b,1041,,PASSERIFORMES,Passeri,Sylviidae
FJ883033.1,Acrocephalus newtoni,LC,"",cytochrome b,373,,PASSERIFORMES,Passeri,Sylviidae
AF317712.1,Acrocephalus orinus,DD,"",cytochrome b,306,,PASSERIFORMES,Passeri,Sylviidae
DQ681065.1,Acrocephalus orinus,DD,"",cytochrome b,1044,,PASSERIFORMES,Passeri,Sylviidae
EU490497.1,Acrocephalus orinus,DD,"",cytochrome b,306,,PASSERIFORMES,Passeri,Sylviidae
GU247949.1,Acrocephalus orinus,DD,"",cytochrome b,890,,PASSERIFORMES,Passeri,Sylviidae
GU247950.1,Acrocephalus orinus,DD,"",cytochrome b,1038,,PASSERIFORMES,Passeri,Sylviidae
GU247951.1,Acrocephalus orinus,DD,"",cytochrome b,1038,,PASSERIFORMES,Passeri,Sylviidae
GU247952.1,Acrocephalus orinus,DD,"",cytochrome b,1038,,PASSERIFORMES,Passeri,Sylviidae
GU247953.1,Acrocephalus orinus,DD,"",cytochrome b,1038,,PASSERIFORMES,Passeri,Sylviidae
