SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS
Parus_rufonuchalis,0.002527646,16,0,5
Parus_spilonotus,0.002628727,16,0,4
Parus_varius,0.036461317,837,0,7
Parus_venustulus,0.001053852,12,0,6
Parus_xanthogenys,0.002116402,2,0,2
Passer_ammodendri,0.002164502,2,0,2
Passer_domesticus,0.002902501,537,118,27
Passer_flaveolus,0.003246753,3,0,2
Passer_hispaniolensis,0.002566037,10,0,4
Passer_iagoensis,0.003555556,4,0,2
Passer_insularis,0.005994006,108,0,12
Passer_luteus,0.07251633,399,0,4
Passer_melanurus,0.003718786,10,0,3
Passer_montanus,0.003647591,414,64,18
Passer_rutilans,0.007936508,22,0,3
Passerculus_sandwichensis,0.004572437,14,0,3
Passerella_iliaca,0.014757116,353,44,13
Passerina_amoena,0.002624672,3,0,2
Passerina_caerulea,0.003499563,4,0,2
Passerina_ciris,0.000874891,1,0,2
Passerina_cyanea,0.004955499,46,0,5
Passerina_leclancherii,0.005529282,7418,0,61
Passerina_rositae,0.001749781,2,0,2
Passerina_versicolor,0.001749781,2,0,2
Patagioenas_fasciata,0.00308223,10,0,3
Patagioenas_leucocephala,0,0,0,2
Patagioenas_subvinacea,0.0031562,49,0,6
Pauxi_pauxi,0.003159756,9,4,4
Pauxi_unicornis,0.009819671,11,2,3
Pavo_muticus,0.011651189,66,6,5
Pelagodroma_marina,0.032072695,116,12,5
Pelecanoides_urinatrix,,0,2,2
Pelecanus_occidentalis,0.00619195,2,4,3
Pelecanus_onocrotalus,0.035598706,11,0,2
Pellorneum_albiventre,0.117982873,124,0,2
Pellorneum_capistratum,0.089937667,101,0,2
Pellorneum_ruficeps,0.020583846,3551,0,19
Penelope_purpurascens,0.021293138,24,0,3
Penelope_superciliaris,0.019830028,7,0,2
Penelopides_affinis,0.01540154,14,0,2
Penelopides_manillae,0.025562372,25,4,3
Penelopides_panini,0.002731033,52,10,9
Penelopides_samarensis,0.01210121,11,0,2
Penelopina_nigra,,0,2,2
Perdicula_asiatica,,0,2,2
Perdix_dauurica,0.0024698,76,0,8
Perdix_hodgsoniae,0.007349081,84,0,5
Pericrocotus_ethologus,0.010566763,11,0,2
Perisoreus_canadensis,,0,2,2
Perissocephalus_tricolor,0.005005005,5,4,3
Pernis_apivorus,0,0,4,3
Pernis_celebensis,0.017670683,264,20,11
Pernis_ptilorhyncus,0.017039587,1188,0,21
Petrochelidon_fulva,0.006990331,676,0,15
Petrochelidon_rufocollaris,0.002171553,2,0,2
Petroica_australis,0.00521928,65,12,8
Petroica_macrocephala,0.006386555,76,16,9
Petroica_multicolor,0.04,17,0,2
Petroica_rosea,0.001552795,1,0,2
Petroica_traversi,,0,2,2
Petronia_petronia,0.032960865,167,0,4
Petronia_xanthocollis,0.003510763,4,0,3
Peucedramus_taeniatus,0.00717387,19,0,3
Pezoporus_wallicus,0.013954793,2488,0,21
Phacellodomus_ruber,0.004004004,4,0,2
Phacellodomus_rufifrons,0.006006006,6,0,2
Phaenicophaeus_superciliosus,,0,2,2
Phaenicophilus_palmarum,0.001915709,2,0,2
Phaenostictus_mcleannani,0.00184154,11,0,4
Phaeothlypis_fulvicauda,0.042968641,2155,20,11
Phaeothlypis_rivularis,0.002922442,10,0,3
Phaethon_lepturus,0.06911636,79,0,2
Phaethon_rubricauda,0.016359918,56,0,3
Phaethornis_superciliosus,,0,2,2
Phainopepla_nitens,0.000689454,2,0,3
Phalacrocorax_pelagicus,0.203221809,164,4,3
Phalacrocorax_urile,,0,2,2
Phalaenoptilus_nuttallii,0,0,0,3
Phalcoboenus_australis,0.011383538,78,0,4
Phalcoboenus_megalopterus,0,0,0,3
Phapitreron_amethystinus,0.000993049,1,0,2
Phapitreron_leucotis,0,0,0,2
Phaps_chalcoptera,0.003879728,4,0,2
Pheucticus_aureoventris,0.013029316,12,0,2
Pheucticus_ludovicianus,0.006530333,95,0,6
Philemon_corniculatus,0.001915709,2,0,2
Philepitta_castanea,0,0,0,2
Philesturnus_carunculatus,0.001322751,1,0,2
Philomachus_pugnax,0,0,0,2
Philydor_atricapillus,0.00104712,1,0,2
Phlegopsis_erythroptera,0.014027272,22,8,4
Phlegopsis_nigromaculata,0.007863428,138,132,15
Phleocryptes_melanops,0.004214963,4,0,2
Phodilus_badius,0.010188239,64,16,6
Phoebastria_albatrus,0.00309128,53,0,6
Phoebastria_immutabilis,0.001049869,12,0,5
Phoebastria_nigripes,0.00615611,261,24,13
Phoebetria_fusca,0,0,0,15
Phoebetria_palpebrata,0.000505034,80,36,19
Phoenicircus_nigricollis,0,0,4,3
Phoenicopterus_roseus,0.001949318,2,0,2
Phoenicopterus_ruber,0.02348537,216,0,5
Phoenicurus_auroreus,0.015993292,716,0,10
Phoenicurus_caeruleocephala,0.001002004,1,0,2
Phoenicurus_erythrogastrus,0.016271607,48,0,3
Phoenicurus_erythronotus,0,0,0,2
Phoenicurus_frontalis,0.000997476,10,0,5
Phoenicurus_moussieri,0.001002004,6,0,4
Phoenicurus_ochruros,0.032068662,7141,0,23
Phoenicurus_phoenicurus,0.025072604,847,0,9
Phoenicurus_schisticeps,0.002034588,2,0,2
Phrygilus_alaudinus,0.007045635,76,0,6
Phrygilus_atriceps,0.004311571,39,0,5
Phrygilus_carbonarius,0.00054407,3,0,4
Phrygilus_dorsalis,0,0,0,2
Phrygilus_erythronotus,0.000767165,2,0,3
Phrygilus_fruticeti,0.006822263,129,0,7
Phrygilus_gayi,0.005968799,13,0,3
Phrygilus_patagonicus,0.006495488,35,0,4
Phrygilus_plebejus,0.003523505,32,0,5
Phrygilus_punensis,0.002196362,6,0,3
Phrygilus_unicolor,0.025000512,735,0,9
Phyllanthus_atripennis,0.015957447,18,4,3
Phyllastrephus_cabanisi,0.010091949,180,0,8
Phyllastrephus_icterinus,0,0,4,3
Phylloscopus_affinis,0.012009222,836,36,17
Phylloscopus_armandii,0.025716202,1561,0,14
Phylloscopus_bonelli,0.012998399,70,0,4
Phylloscopus_borealis,0.00909103,3978,56,34
Phylloscopus_borealoides,0.006049449,56,0,5
Phylloscopus_canariensis,0.004518219,10,0,3
Phylloscopus_cantator,0,0,0,3
Phylloscopus_cebuensis,0.008820287,8,0,2
Phylloscopus_chloronotus,0.00490524,102,40,12
Phylloscopus_claudiae,0.003824241,954,0,28
Phylloscopus_collybita,0.01468545,3203,0,22
Phylloscopus_coronatus,0.006241078,85,0,6
Phylloscopus_davisoni,0.006118952,112,0,8
Phylloscopus_forresti,0.016214178,43,0,4
Phylloscopus_fuligiventer,0.017667845,15,0,2
Phylloscopus_fuscatus,0.026266178,8933,64,34
Phylloscopus_goodsoni,0.003900594,355,0,16
Phylloscopus_griseolus,0.001088448,11,0,6
Phylloscopus_hainanus,0.001526718,15,0,6
Phylloscopus_humei,0.018136896,234,0,6
Phylloscopus_ibericus,0.012115743,37,0,3
Phylloscopus_ijimae,0.041217333,107,0,3
Phylloscopus_inornatus,0.00756074,119,24,8
Phylloscopus_kansuensis,0.009049774,40,0,5
Phylloscopus_maculipennis,0.004485079,28,8,5
Phylloscopus_magnirostris,0.007546963,74,0,5
Phylloscopus_nitidus,0.000996016,1,0,2
Phylloscopus_occipitalis,0.011220915,93,0,5
Phylloscopus_ogilviegranti,0.00486362,448,0,17
Phylloscopus_orientalis,0.00135788,4,0,3
Phylloscopus_proregulus,0.003782641,138,112,15
Phylloscopus_pulcher,0.00830654,15047,236,64
Phylloscopus_reguloides,0.018640091,9812,74,39
Phylloscopus_ricketti,0.004048281,52,0,6
Phylloscopus_schwarzi,0.003709439,53,0,6
Phylloscopus_sibilatrix,0.011002477,30,0,3
Phylloscopus_sindianus,0.011061947,30,0,3
Phylloscopus_subaffinis,0.000429,6,0,7
Phylloscopus_tenellipes,0.003853565,4,0,2
Phylloscopus_trivirgatus,0.054384018,49,0,2
Phylloscopus_trochiloides,0.033166484,1820,0,12
Phylloscopus_trochilus,0.004187619,1212,0,25
Phylloscopus_tytleri,0.006696429,6,0,2
Phylloscopus_xanthoschistos,0.00514866,55,0,6
Phylloscopus_yunnanensis,0.008144796,54,0,6
Phytotoma_rutila,0.001001001,1,0,2
Piaya_cayana,0.017955076,21639,400,53
Pica_hudsonia,0.00390625,1,4,3
Pica_pica,0.022052083,427615,0,187
Picathartes_gymnocephalus,0.000741144,2,0,3
Picoides_albolarvatus,0.001696823,5994,0,81
Picoides_arcticus,0.000985222,1,0,2
Picoides_borealis,0.004016133,12,0,3
Picoides_fumigatus,0.003960396,4,0,2
Picoides_nuttallii,0,0,0,2
Picoides_pubescens,0.004804259,36,20,7
Picoides_scalaris,0.001351583,4,0,3
Picoides_stricklandi,0.058899445,165,0,3
Picoides_tridactylus,0.004542702,26,0,4
Picoides_villosus,0.006895465,3976,68,35
Piculus_chrysochloros,0.024056445,74,6,4
Piculus_flavigula,0.012516469,38,0,3
Piculus_leucolaemus,0.001318826,8,0,4
Picumnus_aurifrons,0.0705778,419,0,4
Picumnus_cirratus,0.020140987,20,0,2
Picumnus_innominatus,0.062910798,67,0,2
Picus_canus,0.013831162,92,8,6
Picus_chlorolophus,0.059340659,27,0,2
Picus_erythropygius,0.002079002,1,0,2
Picus_flavinucha,0.029106029,14,4,3
Picus_mentalis,,0,2,2
Picus_rabieri,0,0,0,2
Picus_squamatus,,0,2,2
Picus_vaillantii,0.011737089,5,0,2
Picus_viridanus,0,0,4,3
Picus_viridis,0.010964075,124,38,10
Picus_vittatus,0.006711409,3,0,2
Picus_xanthopygaeus,,0,2,2
Pinarocorys_erythropygia,0.006887052,5,0,2
Pinarocorys_nigricans,0.001655629,1,0,2
Pinaroloxias_inornata,0.005987918,80,0,6
Pinicola_enucleator,0.016068618,15956,0,46
Pinicola_subhimachala,0,0,0,2
Pionopsitta_pileata,0.006339838,98,0,6
Pionus_menstruus,0.003000685,18,0,4
Pionus_sordidus,0.018646574,446,0,7
Pionus_tumultuosus,0.014619883,50,0,3
Pipile_cujubi,0.002832861,1,0,2
Pipile_cumanensis,0.000981922,2,0,3
Pipile_pipile,0.007312659,33,0,4
Pipilo_aberti,0.001598721,2,6,4
Pipilo_albicollis,0.002380952,1,4,3
Pipilo_chlorurus,,0,2,2
Pipilo_crissalis,0.009351283,12,6,4
Pipilo_erythrophthalmus,0.005434783,6,0,2
Pipilo_fuscus,0.028162562,49,12,5
Pipilo_maculatus,,0,2,2
Pipilo_ocai,,0,2,2
Pipra_fasciicauda,0.022845223,23,6,4
Pipra_pipra,0.002165529,5,8,5
Pipra_rubrocapilla,0,0,0,3
Pipraeidea_melanonota,0.000665336,2,0,3
Pipreola_arcuata,,0,2,2
Pipreola_chlorolepidota,0,0,4,3
Pipreola_lubomirskii,0.004859086,5,0,2
Pipreola_riefferii,0.070878274,46,0,2
Piprites_chloris,,0,2,2
Piranga_bidentata,0.000961538,1,0,2
Piranga_erythrocephala,0.003887269,4,0,2
Piranga_flava,0.035179271,538,0,6
Piranga_hepatica,0.004848289,30,0,4
Piranga_leucoptera,0.011556888,72,0,4
Piranga_ludoviciana,0.013665971,204,0,6
Piranga_olivacea,0.004647985,48,10,6
Piranga_roseogularis,0.000957854,1,0,2
Piranga_rubra,0.00392614,5782,0,52
Pithecophaga_jefferyi,0,0,8,4
Pithys_albifrons,0.007007007,7,0,2
Pitohui_cristatus,0.002202565,4,0,3
Pitohui_dichrous,0.011877189,117,0,7
Pitohui_ferrugineus,0.012712288,91,0,5
Pitohui_incertus,0,0,0,3
Pitohui_kirhocephalus,0.003716439,31,0,6
Pitohui_nigrescens,0.009802452,19,0,3
Pitta_dohertyi,0.0022553,10,0,4
Pitta_erythrogaster,0.027177047,184357,0,136
Pitta_nympha,0.001616067,206,0,21
Pitta_sordida,0.047722343,44,0,2
Pittasoma_michleri,,0,2,2
Pittasoma_rufopileatum,,0,2,2
Platalea_alba,0.008902077,6,0,2
Platalea_flavipes,0,0,0,2
Platalea_leucorodia,0.000563579,5,10,6
Platalea_minor,1.38e-06,4,882,92
Platalea_regia,0.00130039,1,0,2
Platysmurus_leucopterus,0.061822126,57,0,2
Platyspiza_crassirostris,0.005027397,126,0,8
Plectrophenax_hyperboreus,0.000740841,682,0,41
Plectrophenax_nivalis,0.00110926,1630,0,52
Ploceus_benghalensis,0,0,6,4
Ploceus_philippinus,0,0,4,3
Pnoepyga_albiventer,0.029893302,498,0,7
Pnoepyga_formosana,0.002129925,2,0,2
Pnoepyga_immaculata,0.001714233,16,0,5
Pnoepyga_pusilla,0.010786684,287,0,8
Podargus_strigoides,0.036998392,316,34,8
Podilymbus_podiceps,,0,2,2
Podoces_hendersoni,0.006500542,6,0,2
Poephila_acuticauda,0.001752848,2,4,3
Poephila_cincta,0.002609522,8,0,3
Poephila_personata,0,0,0,2
Pogoniulus_bilineatus,0.017040222,30954,0,61
Pogoniulus_pusillus,0.013888889,14,0,2
Pogonocichla_stellata,0.090297791,94,0,2
Poicephalus_robustus,0.003507956,15,10,6
Polemaetus_bellicosus,0,0,0,3
Polihierax_semitorquatus,0.001751313,2,0,2
Polioptila_albiloris,0.004618938,2,0,2
Polioptila_caerulea,0.018325637,69,12,5
Polioptila_californica,0.002309469,1,0,2
Polioptila_melanura,0.00154679,2,0,3
Polioptila_nigriceps,0.006960557,3,0,2
Polyplectron_bicalcaratum,0.003206756,36,0,5
Polyplectron_germaini,0.001194743,4,0,3
Polyplectron_katsumatae,0.001916427,46,0,7
Polyplectron_napoleonis,0,0,0,2
Polyplectron_schleiermacheri,0.000874891,1,4,3
Polysticta_stelleri,0.010252176,723,0,18
Pomarea_iphis,0,0,0,2
Pomarea_mendozae,0.002985843,58,0,7
Pomarea_nigra,0,0,0,2
Pomarea_whitneyi,0.004464286,4,0,2
Pomatorhinus_erythrogenys,0.003756576,9,0,3
Pomatorhinus_ferruginosus,0.02891999,7632,0,23
Pomatorhinus_gravivox,0.004116915,12,0,3
Pomatorhinus_horsfieldii,0.016398306,1941,0,15
Pomatorhinus_hypoleucos,0.020855806,1692,0,13
Pomatorhinus_montanus,0.000612654,2,0,3
Pomatorhinus_musicus,0.004239684,903,0,20
Pomatorhinus_ochraceiceps,0.059016211,1228,0,7
Pomatorhinus_ruficollis,0.012390792,316355,0,217
Pomatorhinus_schisticeps,0.042857118,9564,40,23
Pomatostomus_isidorei,,0,2,2
Pomatostomus_ruficeps,,0,2,2
Pomatostomus_temporalis,0,0,6,4
Poospiza_alticola,0,0,0,2
Poospiza_erythrophrys,0.001179245,1,0,2
Poospiza_hispaniolensis,0.007100592,6,0,2
Poospiza_hypochondria,0.022583882,114,0,4
Poospiza_lateralis,0.016622922,19,0,2
Poospiza_melanoleuca,0.003944317,10,0,3
Poospiza_torquata,0.043876951,241,0,4
Poospiza_whitii,0.015577531,87,0,4
Porphyrio_hochstetteri,,0,2,2
Porphyrio_martinica,,0,2,2
Porphyrio_porphyrio,0.015989482,311,266,21
Porphyrolaema_porphyrolaema,,0,2,2
Porzana_carolina,,0,2,2
Porzana_fusca,0.009974035,52,0,4
Porzana_paykullii,0.007118547,37,0,4
Porzana_pusilla,0.012492774,69,8,5
Premnoplex_brunnescens,0.043717456,248785,0,106
Premnoplex_tatei,0.015119617,237,0,6
Premnornis_guttuligera,0.006006006,6,0,2
Primolius_couloni,0.050880626,52,0,2
Prinia_atrogularis,0.045213677,141,0,3
Prinia_bairdii,0.047041838,120,0,3
Prinia_crinigera,0.061776062,64,0,2
Prinia_flaviventris,0.018372703,21,0,2
Prinia_subflava,0.105769231,110,0,2
Prioniturus_discurus,0.003935562,13,0,4
Prioniturus_luconensis,,0,2,2
Prioniturus_platurus,0.002547008,4,0,3
Prioniturus_verticalis,0.001286051,2,0,3
Prioniturus_waterstradti,0.000896057,3,0,4
Procellaria_aequinoctialis,0.008999615,1752,0,26
Procellaria_cinerea,0.003499563,4,0,2
Procnias_albus,0,0,4,3
Procnias_nudicollis,,0,2,2
Progne_chalybea,0.001414958,14,0,5
Progne_elegans,0.003679176,10,0,3
Progne_murphyi,0,0,0,2
Progne_subis,0.01716728,716,0,10
Prosopeia_tabuensis,0.001801802,2,2,3
Prosthemadera_novaeseelandiae,0.000957854,1,0,2
Protonotaria_citrea,0.00198332,33,0,6
Prunella_atrogularis,0.031096543,301,0,5
Prunella_collaris,0.021254337,567,0,8
Prunella_fulvescens,0.014227032,306,0,7
Prunella_himalayana,0.00259656,8,6,4
Prunella_immaculata,0.000364299,5,0,6
Prunella_koslowi,0.00097371,1,0,2
Prunella_modularis,0.004138171,37,0,5
Prunella_montanella,0.003223692,106,0,9
Prunella_rubeculoides,0.00226701,14,0,4
Prunella_rubida,0.000620603,2,0,3
Prunella_strophiata,0.003480432,162,0,10
Psalidoprocne_albiceps,0,0,4,3
Psalidoprocne_nitens,0.032169321,39,2,3
Psaltriparus_minimus,0.020638638,180,0,5
Psarocolius_angustifrons,0.010292685,334,0,9
Psarocolius_atrovirens,0.001504891,4,0,3
Psarocolius_decumanus,0.016108448,308,0,7
Psarocolius_montezuma,0.002173913,2,0,2
Psarocolius_wagleri,0.004347826,12,0,3
Pselliophorus_tibialis,0,0,0,2
Psephotus_varius,0,0,0,2
Pseudeos_fuscata,0.022501439,59,0,3
Pseudoalcippe_abyssinica,0.083579154,85,0,2
Pseudobulweria_aterrima,,0,2,2
Pseudobulweria_rostrata,0.022326762,20,0,3
Pseudocolaptes_boissonneautii,0.001001001,1,0,2
Pseudoleistes_guirahuro,0.001140251,1,0,2
Pseudoleistes_virescens,0,0,0,2
Pseudonestor_xanthophrys,0.006329114,5,0,2
Pseudopodoces_humilis,0.01664972,6081,0,29
Pseudoscops_clamator,0.005117707,5,0,2
Pseudoseisura_lophotes,0,0,0,2
Psittacula_columboides,0.006216006,8,0,3
Psittacula_eques,0.004330832,7,0,3
Psittacula_eupatria,0.042510121,21,0,2
Psittacula_finschii,0.021216407,15,0,2
Psittacula_himalayana,,0,2,2
Psittacula_longicauda,0.003466205,2,4,3
Psittacula_roseata,0.005840634,14,0,3
Psittaculirostris_edwardsii,0.007717751,7,0,2
Psittacus_erithacus,0.024058862,1054,0,12
Psitteuteles_goldiei,0,0,0,2
Psittrichas_fulgidus,0.038242379,215,0,4
Psophocichla_litsitsirupa,0.030672079,68,0,3
Psophodes_olivaceus,0.012638231,8,0,2
Pterodroma_alba,0,0,0,3
Pterodroma_arminjoniana,0.007811786,513,0,12
Pterodroma_feae,0.0021271,5114,0,78
Pterodroma_hasitata,0.002624672,3,0,2
Pterodroma_incerta,0.000999875,24,0,7
Pterodroma_macroptera,0.010378821,6647,0,35
Pterodroma_madeira,0.000953947,1810,0,68
Pterodroma_magentae,0.001390674,6084,0,88
Pterodroma_mollis,0.001544301,36,28,9
Pterodroma_neglecta,0.005276382,147,0,8
Pterodroma_nigripennis,,0,2,2
Pterodroma_phaeopygia,0.002908097,1755,0,33
Pterodroma_sandwichensis,0.005910343,186755,32580,402
Pterodroma_solandri,0.001096929,16104,0,184
Pterodroma_ultima,0.068072867,71,0,2
Pteroglossus_aracari,0.014675957,78,0,4
Pteroglossus_azara,0.012001679,322,0,8
Pteroglossus_bailloni,0.030411803,358,0,6
Pteroglossus_beauharnaesii,0.005763689,4,0,2
Pteroglossus_bitorquatus,0.010714969,27,0,3
Pteroglossus_castanotis,0.003632096,51,0,6
Pteroglossus_inscriptus,0.006247492,148,0,8
Pteroglossus_pluricinctus,0,0,0,2
Pteroglossus_torquatus,0.01052447,41,8,5
Pteroglossus_viridis,0,0,0,2
Pteroptochos_tarnii,0.016460905,44,0,3
Pteruthius_aenobarbus,0.026152981,837,0,8
Pteruthius_flaviscapis,0.022416567,2654,0,15
Pteruthius_melanotis,0.0055993,64,0,5
Pteruthius_rufiventer,0.003499563,40,10,6
Pteruthius_xanthochlorus,0.012351526,388,16,9
Ptilinopus_magnificus,0.017199017,14,0,2
Ptilinopus_melanospilus,0.05751634,176,0,3
Ptilinopus_occipitalis,0.002876318,3,0,2
Ptilinopus_porphyreus,0,0,0,2
Ptilinopus_regina,0.003337041,3,0,2
Ptilinopus_rivoli,0.008831982,177,0,7
Ptilocichla_mindanensis,0.02712161,31,0,2
Ptilogonys_caudatus,0,0,0,2
Ptilonorhynchus_violaceus,0.010336548,39,18,6
Ptilopachus_petrosus,0.001754386,2,0,2
Ptiloprora_plumbea,0.057073149,311,0,4
Ptiloris_intercedens,0.003596098,496,0,18
Ptiloris_magnificus,0.00665059,1529,0,23
Ptiloris_paradiseus,0.001230255,31,0,8
Ptiloris_victoriae,0.002494032,22,0,5
Pucrasia_macrolopha,0.015293152,87,0,4
Puffinus_assimilis,0.043620502,40,4,3
Puffinus_auricularis,,0,2,2
Puffinus_bulleri,0.004343105,4,6,4
Puffinus_carneipes,0.003814064,34128,580,147
Puffinus_creatopus,,0,2,2
Puffinus_gavia,0.003722968,86,48,11
Puffinus_gravis,0.013333333,4,4,3
Puffinus_griseus,0.009263568,1075,56,29
Puffinus_huttoni,0.001628664,1,8,4
Puffinus_lherminieri,0.003654691,124,36,11
Puffinus_mauretanicus,0.002567766,10514,3230,112
Puffinus_nativitatis,0,0,8,4
Puffinus_newelli,0,0,12,5
Puffinus_opisthomelas,0.002181025,2,0,2
Puffinus_pacificus,0.001184483,20,22,12
Puffinus_puffinus,0.005112971,80,24,8
Puffinus_tenuirostris,0.001666667,3,8,5
Puffinus_yelkouan,0.000802891,267,108,29
Pulsatrix_koeniswaldiana,,0,2,2
Pulsatrix_perspicillata,,0,2,2
Pycnonotus_barbatus,0.059778405,346,0,4
Pycnonotus_cafer,0,0,4,3
Pycnonotus_goiavier,0.041258318,26813,0,35
Pycnonotus_jocosus,0.010382375,868,0,13
Pycnonotus_melanicterus,0.062117235,71,0,2
Pycnonotus_plumosus,0.002446499,467,116,31
Pycnonotus_sinensis,0.005582157,174504,0,261
Pycnonotus_taivanus,0.004385965,3,0,2
Pycnonotus_xanthorrhous,0.007874016,9,0,2
Pygarrhichas_albogularis,0.001001001,1,0,2
Pygiptila_stellaris,0.002002002,2,0,2
Pygoscelis_adeliae,0.001700213,4433,0,77
Pygoscelis_antarcticus,0.019155109,604,0,9
Pygoscelis_papua,0.015485684,426,0,8
Pyriglena_leuconota,0.018018018,18,0,2
Pyrilia_aurantiocephala,0.00292783,20,0,4
Pyrilia_barrabandi,0.008144546,127,0,6
Pyrilia_caica,0.004089231,92,0,7
Pyrilia_haematotis,0.03189953,136,0,4
Pyrilia_pulchra,0.008720087,22,0,3
Pyrilia_pyrilia,0.008779631,10,0,2
Pyrilia_vulturina,0.003120144,45,0,6
Pyrocephalus_rubinus,0.011406073,23075,0,60
Pyroderus_scutatus,0.013013013,13,4,3
Pyrrhocorax_graculus,0.06155947,357,0,5
Pyrrhocorax_pyrrhocorax,0.007583919,419,20,14
Pyrrhoplectes_epauletta,0.003930735,21,0,4
Pyrrhula_aurantiaca,0.003279053,22,12,6
Pyrrhula_erythaca,0.00233099,209,0,15
Pyrrhula_erythrocephala,0.00291971,63,0,8
Pyrrhula_leucogenis,0.007204583,29,0,4
Pyrrhula_murina,0.000456593,7,14,9
Pyrrhula_nipalensis,0.005091998,203,20,11
Pyrrhula_pyrrhula,0.00541347,5778,202,53
Pyrrhura_albipectus,0.002631579,3,0,2
Pyrrhura_cruentata,0,0,0,2
Pyrrhura_griseipectus,0.001994977,61,0,8
Pyrrhura_hoffmanni,0,0,0,2
Pyrrhura_lepida,0.000877193,1,0,2
Pyrrhura_leucotis,0.004885017,52,0,5
Pyrrhura_melanura,0.009287357,454,0,10
Pyrrhura_orcesi,0.000877193,1,0,2
Pyrrhura_perlata,0.004385965,5,0,2
Pyrrhura_pfrimeri,0.004221104,116,0,8
Pyrrhura_picta,0.011694386,426,0,9
Pyrrhura_rhodocephala,0.002631579,3,0,2
Pyrrhura_rupicola,0.011111111,38,0,3
Pytilia_hypogrammica,0,0,0,2
Pytilia_melba,0.098698482,91,0,2
Quelea_cardinalis,0.09163803,80,0,2
Quelea_quelea,0.002754821,2,0,2
Querula_purpurata,0.005666721,6183,102,52
Quiscalus_lugubris,0.023353954,149,0,4
Quiscalus_major,0,0,0,2
Quiscalus_mexicanus,0.00460203,46,10,6
Quiscalus_nicaraguensis,0,0,0,2
Quiscalus_niger,0.011314256,184,0,6
Quiscalus_quiscula,0.001396648,1,8,4
Rallus_aquaticus,0.004173848,10,12,5
Rallus_limicola,,0,2,2
Rallus_longirostris,,0,2,2
Ramphastos_brevis,0.000954198,1,0,2
Ramphastos_dicolorus,0.002862595,3,0,2
Ramphastos_sulfuratus,0.002587189,8,0,3
Ramphastos_swainsonii,0.000954198,1,0,2
Ramphastos_toco,0.006735219,128,0,7
Ramphastos_tucanus,0.002862595,3,0,2
Ramphastos_vitellinus,0.017977221,92,0,4
Ramphocelus_carbo,0.012782438,75,0,4
Ramphocelus_costaricensis,0.004473661,14,0,3
Ramphocelus_dimidiatus,0.002392011,8,0,3
Ramphocelus_flammigerus,0.001718799,297,360,28
Ramphocelus_icteronotus,0.004790716,10870,8288,130
Ramphocelus_passerinii,0.003898003,12,6,4
Recurvirostra_americana,0.034267913,33,0,2
Recurvirostra_avosetta,0,0,0,3
Regulus_calendula,0.002120547,13,4,5
Regulus_goodfellowi,0.001972763,62,0,9
Regulus_ignicapilla,0.001150586,14,0,6
Regulus_madeirensis,0.002308056,267,0,15
Regulus_regulus,0.014159859,27870,0,78
Regulus_satrapa,0.014162596,232,14,8
Reinwardtipicus_validus,0.006410256,6,4,3
Remiz_consobrinus,0.002326703,20,0,5
Remiz_coronatus,0,0,0,4
Remiz_macronyx,0.002779072,477,0,21
Remiz_pendulinus,0.007118673,3420,0,35
Rhagologus_leucostigma,0.072515596,65,2,3
Rhamphocoris_clotbey,0,0,0,2
Rhea_pennata,0,0,0,2
Rhegmatorhina_berlepschi,0.001055634,130,0,16
Rhegmatorhina_cristata,0.003162296,118,0,9
Rhegmatorhina_gymnops,0.001883309,1258,792,47
Rhegmatorhina_hoffmannsi,0.007928565,4067,0,32
Rhegmatorhina_melanosticta,0.005681947,5300,0,43
Rhinocrypta_lanceolata,,0,2,2
Rhinoplax_vigil,0.04510451,41,0,2
Rhipidura_albicollis,0.010439023,28,0,3
Rhipidura_fuliginosa,0.016460905,16,0,2
Rhipidura_javanica,0.030912986,28859,0,41
Rhipidura_rufifrons,0.02097813,61,0,3
Rhizothera_longirostris,0.019976498,17,0,2
Rhodinocichla_rosea,0.001749781,2,0,2
Rhodostethia_rosea,0.030826141,25,4,3
Rhopocichla_atriceps,0.018804718,1655,0,13
Rhopophilus_pekinensis,0.009456265,8,0,2
Rhyacornis_fuliginosa,0.049975532,501,0,5
Rhynchocyclus_olivaceus,0.012440191,13,0,2
Rimator_malacoptilus,0,0,0,3
Rissa_brevirostris,,0,2,2
Rissa_tridactyla,0.002401537,15,8,5
Robsonius_rabori,0.073490814,84,0,2
Robsonius_sorsogonensis,0.006071759,38,0,4
Rollulus_rouloul,0.001754386,2,0,2
Roraimia_adusta,0,0,0,2
Rostratula_benghalensis,0.055473122,1884,18,10
Rostrhamus_sociabilis,0.000966184,1,0,2
Rowettia_goughensis,0.000784314,4,10,6
Rupicola_peruvianus,0.002002002,2,4,3
Rupicola_rupicola,0.001001001,2,8,4
Ruwenzorornis_johnstoni,,0,2,2
Sagittarius_serpentarius,0.005916058,37,0,4
Sakesphorus_bernardi,0,0,0,2
Sakesphorus_luctuosus,0.006698565,7,0,2
Salpornis_spilonotus,0.06332149,90,0,4
Saltator_albicollis,0.031156141,99,0,3
Saltator_atriceps,0.006432749,22,0,3
Saltator_atricollis,0.007963595,7,0,2
Saltator_atripennis,0.001190476,4,0,3
Saltator_aurantiirostris,0.023331016,140,0,4
Saltator_cinctus,0,0,0,2
Saltator_coerulescens,0.038920069,2053,0,11
Saltator_fuliginosus,0,0,0,2
